,age,experience,g,gs,mp_per_game,fg_per_game,fga_per_game,fg_percent,x3p_per_game,x3pa_per_game,x3p_percent,x2p_per_game,x2pa_per_game,x2p_percent,e_fg_percent,ft_per_game,fta_per_game,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game,all_nba
9091,36.0,13,17,0.0,8.3,0.6,2.5,0.233,0.1,0.9,0.125,0.5,1.6,0.296,0.256,0.3,0.4,0.833,0.2,0.2,0.4,1.2,0.4,0.0,0.1,0.7,1.6,False
9092,23.0,1,9,0.0,7.9,0.6,1.7,0.333,0.0,0.0,,0.6,1.7,0.333,0.333,0.2,0.6,0.4,0.6,0.8,1.3,0.0,0.2,0.2,0.8,0.9,1.3,False
9093,25.0,4,55,0.0,12.8,1.6,3.1,0.529,0.0,0.0,,1.6,3.1,0.529,0.529,0.9,1.7,0.51,0.8,1.4,2.1,0.3,0.4,1.1,1.1,3.0,4.2,False
9094,24.0,3,81,29.0,29.1,4.2,7.6,0.552,0.0,0.0,0.0,4.2,7.6,0.554,0.552,2.4,2.9,0.819,3.0,6.0,8.9,1.2,0.7,0.4,1.2,2.6,10.8,False
9095,27.0,5,76,76.0,37.8,8.3,17.2,0.482,0.1,0.3,0.24,8.2,16.8,0.487,0.484,3.9,4.6,0.85,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,False
9096,26.0,7,79,23.0,16.4,1.2,2.3,0.522,0.0,0.0,,1.2,2.3,0.522,0.522,0.5,0.9,0.543,2.0,2.9,5.0,0.5,0.3,1.1,0.7,1.8,2.9,False
9099,26.0,8,82,82.0,31.3,3.7,9.5,0.386,1.9,5.0,0.383,1.7,4.5,0.39,0.487,1.9,2.4,0.797,0.5,2.4,2.9,3.1,0.8,0.2,1.2,1.3,11.2,False
9100,24.0,4,61,31.0,25.1,3.2,7.8,0.413,0.8,2.2,0.356,2.4,5.6,0.435,0.463,1.1,1.5,0.736,0.5,2.7,3.2,3.8,1.0,0.5,1.9,1.7,8.3,False
9103,23.0,1,14,0.0,3.1,0.4,1.6,0.261,0.2,0.9,0.231,0.2,0.7,0.3,0.326,0.0,0.0,,0.0,0.4,0.4,0.1,0.0,0.2,0.3,0.3,1.1,False
9106,27.0,7,5,0.0,5.6,1.4,2.8,0.5,0.6,1.8,0.333,0.8,1.0,0.8,0.607,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.8,3.4,False
9107,33.0,11,28,0.0,14.1,1.7,4.5,0.376,0.7,1.9,0.365,1.0,2.6,0.384,0.452,1.0,1.4,0.737,0.3,1.5,1.9,1.6,0.4,0.0,0.9,1.8,5.0,False
9108,33.0,12,82,82.0,27.4,4.1,9.5,0.436,1.4,3.4,0.406,2.8,6.1,0.453,0.508,2.0,2.3,0.883,0.3,1.8,2.1,2.9,1.0,0.0,1.1,2.3,11.7,False
9109,23.0,3,82,82.0,37.3,6.9,13.6,0.507,1.0,2.6,0.395,5.9,11.1,0.533,0.544,4.0,5.0,0.803,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4,18.8,True
9110,30.0,8,59,56.0,28.8,3.9,8.1,0.482,0.0,0.0,,3.9,8.1,0.482,0.482,1.9,2.9,0.659,1.3,3.1,4.3,2.1,0.7,0.5,1.4,1.8,9.7,False
9111,30.0,9,53,4.0,15.5,1.4,3.9,0.357,0.4,1.3,0.324,1.0,2.6,0.374,0.411,0.5,0.6,0.706,0.5,2.1,2.6,0.7,0.4,0.2,0.5,1.7,3.7,False
9112,29.0,6,78,20.0,22.6,2.8,6.8,0.409,0.6,1.9,0.308,2.2,4.9,0.447,0.451,1.4,1.8,0.754,0.8,2.5,3.4,2.2,0.7,0.1,1.3,1.8,7.5,False
9113,24.0,4,64,61.0,31.6,5.0,10.8,0.463,0.9,2.6,0.335,4.1,8.2,0.504,0.504,3.9,4.7,0.824,0.4,2.3,2.7,5.8,1.4,0.2,2.5,3.0,14.8,False
9116,41.0,17,39,25.0,15.9,1.1,2.1,0.538,0.0,0.0,,1.1,2.1,0.538,0.538,0.8,1.2,0.711,1.7,3.4,5.1,0.1,0.3,1.2,0.4,1.4,3.0,False
9117,29.0,10,77,77.0,36.0,8.2,17.1,0.479,1.0,2.9,0.359,7.2,14.2,0.504,0.51,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,True
9118,22.0,1,70,1.0,9.9,0.6,1.5,0.379,0.0,0.1,0.167,0.5,1.4,0.392,0.383,0.2,0.5,0.438,0.8,1.2,2.0,0.6,0.3,0.4,0.6,1.1,1.3,False
9119,34.0,14,26,1.0,13.1,1.2,3.8,0.327,0.6,2.0,0.283,0.7,1.7,0.378,0.403,0.7,0.8,0.864,0.9,2.0,2.9,0.4,0.2,0.6,0.6,1.2,3.8,False
9122,22.0,4,44,34.0,25.1,3.3,6.7,0.488,0.1,0.3,0.364,3.2,6.4,0.493,0.495,1.3,1.6,0.826,1.1,3.9,5.0,1.4,0.7,0.9,0.7,1.8,7.9,False
9123,26.0,6,69,65.0,30.8,4.8,10.7,0.449,0.0,0.1,0.0,4.8,10.6,0.452,0.449,2.3,3.1,0.753,2.5,6.0,8.6,1.2,0.7,0.8,1.8,2.9,12.0,False
9126,24.0,3,56,0.0,8.4,0.4,0.8,0.532,0.0,0.0,0.0,0.4,0.8,0.543,0.532,0.5,1.0,0.483,1.2,1.3,2.5,0.2,0.2,0.4,0.3,1.6,1.4,False
9127,22.0,4,82,82.0,37.7,7.1,11.9,0.599,0.0,0.0,0.0,7.1,11.8,0.601,0.599,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,False
9129,26.0,5,51,49.0,38.3,8.6,18.4,0.469,0.4,1.5,0.286,8.2,16.9,0.485,0.48,6.9,9.2,0.758,0.9,3.3,4.2,6.9,1.7,0.7,4.4,2.7,24.6,False
9130,26.0,3,46,15.0,19.3,2.9,7.1,0.404,0.0,0.3,0.077,2.8,6.8,0.417,0.405,1.3,1.9,0.701,1.5,2.8,4.3,0.6,0.4,0.2,1.0,2.5,7.1,False
9131,31.0,10,36,0.0,16.0,1.7,4.8,0.355,0.4,1.2,0.318,1.3,3.6,0.367,0.395,1.4,1.6,0.831,0.3,0.7,0.9,2.7,0.4,0.0,1.1,0.6,5.1,False
9132,28.0,7,78,73.0,29.1,4.3,9.6,0.454,0.6,1.7,0.371,3.7,7.9,0.472,0.487,1.4,1.9,0.766,0.6,2.3,2.9,6.8,0.9,0.1,2.2,2.0,10.7,False
9133,29.0,6,14,1.0,11.0,0.9,2.2,0.387,0.4,1.1,0.333,0.5,1.1,0.438,0.468,0.6,0.6,1.0,0.1,1.5,1.6,1.6,0.5,0.1,0.6,1.3,2.7,False
9136,29.0,8,78,2.0,19.0,2.8,6.8,0.409,1.5,3.8,0.393,1.3,3.0,0.429,0.519,0.4,0.5,0.917,0.2,1.9,2.1,1.9,0.8,0.1,1.0,1.5,7.5,False
9137,36.0,14,47,33.0,19.6,1.4,3.8,0.367,0.7,2.5,0.293,0.7,1.4,0.5,0.461,0.2,0.3,0.714,0.4,2.4,2.8,1.5,0.6,0.2,0.6,1.5,3.7,False
9138,25.0,7,59,58.0,25.9,5.0,9.2,0.546,0.0,0.0,,5.0,9.2,0.546,0.546,3.2,5.1,0.623,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7,13.2,False
9139,31.0,8,78,3.0,21.3,2.2,4.7,0.473,0.7,1.9,0.361,1.6,2.8,0.548,0.545,0.8,1.1,0.708,1.4,2.9,4.3,1.2,0.9,0.5,0.8,2.6,5.9,False
9140,28.0,9,8,6.0,34.3,6.5,14.3,0.456,0.0,0.0,,6.5,14.3,0.456,0.456,4.6,5.9,0.787,2.6,5.4,8.0,2.0,0.4,1.9,2.1,2.6,17.6,False
9141,25.0,4,82,82.0,33.1,5.6,10.5,0.535,0.0,0.0,,5.6,10.5,0.535,0.535,2.6,4.6,0.57,3.1,7.6,10.7,0.9,0.8,1.7,2.0,2.9,13.8,False
9142,37.0,14,16,0.0,7.1,0.8,2.1,0.364,0.7,1.6,0.423,0.1,0.4,0.143,0.53,0.3,0.3,1.0,0.1,0.7,0.8,0.6,0.0,0.1,0.4,0.7,2.4,False
9143,34.0,13,22,5.0,13.9,0.3,1.7,0.158,0.0,0.1,0.0,0.3,1.6,0.167,0.158,0.5,1.0,0.455,0.2,0.7,0.9,1.9,0.5,0.2,0.5,1.4,1.0,False
9144,32.0,12,72,64.0,24.4,2.5,3.8,0.643,0.0,0.0,,2.5,3.8,0.643,0.643,1.2,2.0,0.575,2.9,4.6,7.5,0.9,0.3,1.5,1.1,3.1,6.1,False
9145,32.0,3,82,64.0,20.0,2.2,3.6,0.608,0.0,0.0,0.0,2.2,3.6,0.61,0.608,0.5,0.7,0.607,1.9,3.4,5.2,1.2,0.5,0.2,0.6,2.5,4.8,False
9146,31.0,5,63,5.0,12.9,1.5,3.7,0.39,0.0,0.0,0.0,1.5,3.7,0.391,0.39,0.4,0.6,0.703,0.8,2.4,3.2,0.4,0.2,0.3,0.7,1.5,3.3,False
9149,26.0,3,79,20.0,26.5,4.4,9.5,0.463,1.4,3.7,0.391,3.0,5.9,0.508,0.538,2.1,2.6,0.779,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9,12.3,False
9150,28.0,6,70,26.0,25.1,2.6,6.2,0.421,1.1,2.7,0.385,1.5,3.4,0.45,0.507,1.3,1.8,0.746,0.4,2.0,2.4,2.4,0.7,0.3,1.1,2.0,7.6,False
9151,21.0,1,15,0.0,6.3,0.9,2.6,0.359,0.2,0.8,0.25,0.7,1.8,0.407,0.397,0.1,0.1,0.5,0.1,0.5,0.5,0.9,0.3,0.0,0.3,0.7,2.1,False
9152,22.0,3,30,0.0,12.1,1.7,5.0,0.344,0.5,1.3,0.385,1.2,3.7,0.33,0.394,1.1,1.4,0.829,0.4,1.7,2.1,1.0,0.3,0.1,1.1,1.5,5.1,False
9155,25.0,7,62,59.0,38.3,6.6,14.6,0.449,1.1,3.6,0.321,5.4,11.1,0.491,0.488,5.0,6.9,0.731,0.9,5.1,6.0,3.5,2.1,0.9,2.9,3.0,19.4,False
9156,26.0,7,13,8.0,32.7,6.0,15.1,0.398,1.7,6.0,0.282,4.3,9.1,0.475,0.454,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4,False
9157,22.0,1,69,1.0,13.6,1.6,3.2,0.484,0.0,0.0,,1.6,3.2,0.484,0.484,1.4,2.2,0.66,1.4,1.6,3.0,0.4,0.4,0.3,0.9,2.3,4.5,False
9158,30.0,6,56,0.0,14.8,2.4,5.4,0.44,0.6,1.8,0.364,1.7,3.6,0.478,0.5,0.4,0.5,0.885,0.3,1.4,1.7,1.1,0.4,0.1,0.9,1.5,5.8,False
9162,35.0,13,70,68.0,31.7,5.1,10.2,0.503,0.5,1.5,0.317,4.6,8.7,0.535,0.526,2.4,2.8,0.867,1.1,4.0,5.0,2.9,0.9,0.8,1.4,2.2,13.1,False
9163,31.0,9,31,4.0,16.8,1.5,3.8,0.385,0.5,1.6,0.3,1.0,2.2,0.448,0.449,0.6,0.7,0.864,0.3,1.8,2.1,1.3,0.7,0.1,0.9,2.0,4.0,False
9164,22.0,1,6,0.0,3.0,0.2,0.7,0.25,0.0,0.2,0.0,0.2,0.5,0.333,0.25,0.5,0.8,0.6,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.8,False
9165,25.0,3,75,30.0,23.4,4.4,8.7,0.502,0.2,0.6,0.271,4.2,8.1,0.521,0.512,2.4,3.5,0.704,1.6,3.1,4.7,0.7,0.5,0.4,1.1,2.1,11.4,False
9166,28.0,8,82,82.0,36.9,6.8,14.9,0.456,2.0,5.1,0.4,4.8,9.8,0.485,0.524,4.0,4.8,0.829,1.0,4.7,5.7,5.0,0.9,0.3,3.0,3.0,19.5,False
9167,23.0,2,65,3.0,11.3,1.0,2.3,0.453,0.0,0.0,,1.0,2.3,0.453,0.453,0.7,1.1,0.629,1.0,1.5,2.5,0.4,0.2,0.5,0.9,2.0,2.7,False
9168,21.0,1,6,0.0,3.8,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.5,1.5,1.0,0.0,0.8,0.8,0.2,0.0,0.7,0.3,0.7,3.5,False
9169,24.0,3,30,1.0,10.2,2.1,4.5,0.478,0.0,0.0,,2.1,4.5,0.478,0.478,1.3,1.6,0.851,1.3,1.6,2.8,0.3,0.2,0.1,0.7,1.4,5.6,False
9170,30.0,4,73,0.0,18.0,2.2,5.1,0.424,0.8,2.3,0.37,1.3,2.9,0.467,0.505,0.6,0.8,0.759,0.5,2.6,3.1,0.9,0.8,0.2,0.8,1.7,5.8,False
9171,33.0,8,49,13.0,14.2,1.6,3.6,0.437,0.3,1.0,0.327,1.2,2.6,0.48,0.483,0.4,0.5,0.769,1.0,1.6,2.6,0.4,0.6,0.2,0.7,1.4,3.8,False
9175,23.0,2,44,9.0,10.5,1.6,3.9,0.418,0.5,1.2,0.389,1.1,2.6,0.431,0.479,0.6,0.8,0.8,0.1,1.0,1.1,1.3,0.3,0.0,0.8,1.1,4.3,False
9176,23.0,2,34,0.0,8.1,1.4,3.2,0.444,0.5,1.3,0.395,0.9,1.9,0.477,0.523,0.8,1.0,0.794,0.0,0.6,0.7,0.5,0.1,0.0,0.4,0.9,4.1,False
9177,22.0,4,74,0.0,19.2,4.2,9.1,0.461,2.1,5.3,0.403,2.1,3.8,0.542,0.578,1.7,2.4,0.719,0.6,1.5,2.1,1.7,0.8,0.2,1.5,1.9,12.3,False
9178,32.0,11,74,9.0,15.4,1.6,3.8,0.428,0.0,0.1,0.3,1.6,3.7,0.432,0.433,0.8,1.1,0.763,0.2,0.8,1.0,2.1,0.3,0.0,0.7,1.3,4.1,False
9179,30.0,8,44,0.0,8.8,0.8,1.8,0.463,0.0,0.0,,0.8,1.8,0.463,0.463,0.5,0.7,0.828,0.7,1.5,2.2,0.3,0.2,0.5,0.7,1.9,2.2,False
9180,29.0,8,31,2.0,9.2,0.6,1.8,0.327,0.0,0.0,,0.6,1.8,0.327,0.327,0.6,1.4,0.455,0.6,2.3,2.9,0.2,0.0,0.3,1.0,1.6,1.8,False
9183,29.0,7,39,36.0,33.2,4.5,11.9,0.38,1.0,3.6,0.284,3.5,8.3,0.422,0.423,1.8,2.6,0.72,0.6,3.0,3.6,8.4,1.7,0.3,3.3,2.5,11.9,False
9184,27.0,8,80,80.0,39.9,7.1,17.4,0.41,2.2,6.2,0.356,4.9,11.2,0.439,0.473,4.1,4.8,0.864,0.5,2.1,2.6,5.0,1.0,0.2,2.4,1.8,20.6,False
9185,27.0,1,78,75.0,27.8,3.6,7.4,0.485,0.5,1.6,0.328,3.1,5.8,0.528,0.52,0.8,1.1,0.741,1.2,5.0,6.2,1.2,1.0,1.4,0.7,1.9,8.5,False
9186,25.0,4,69,62.0,28.4,4.1,8.7,0.469,0.9,2.2,0.416,3.2,6.5,0.488,0.522,1.8,2.2,0.828,0.4,3.1,3.5,5.6,0.9,0.1,2.0,2.4,10.9,False
9187,23.0,2,25,0.0,6.0,0.7,1.4,0.529,0.0,0.0,,0.7,1.4,0.529,0.529,0.2,0.3,0.5,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6,False
9188,27.0,5,58,3.0,22.0,2.5,5.6,0.437,1.6,3.5,0.444,0.9,2.1,0.426,0.576,1.5,1.7,0.878,0.7,2.0,2.8,0.6,0.4,0.3,0.5,1.7,8.0,False
9189,31.0,9,74,2.0,24.6,2.3,5.6,0.418,1.4,3.8,0.38,0.9,1.8,0.496,0.546,1.3,1.6,0.809,0.4,3.9,4.4,1.5,1.0,0.3,0.9,2.5,7.4,False
9190,28.0,6,80,5.0,18.7,3.2,8.2,0.39,0.8,2.3,0.349,2.4,5.8,0.406,0.439,0.9,1.0,0.877,0.3,1.3,1.6,2.4,0.6,0.1,1.2,1.5,8.1,False
9191,22.0,1,73,14.0,19.0,2.2,4.8,0.468,0.1,0.6,0.22,2.1,4.2,0.502,0.481,1.2,1.6,0.737,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.8,5.8,False
9192,26.0,6,73,19.0,18.2,1.5,3.7,0.4,0.1,0.3,0.16,1.4,3.4,0.424,0.407,0.7,1.3,0.527,1.6,1.7,3.3,0.9,0.5,0.3,0.9,1.8,3.7,False
9193,24.0,3,82,16.0,27.2,3.3,7.6,0.431,0.8,2.3,0.342,2.5,5.2,0.47,0.483,2.6,3.0,0.867,0.4,2.5,2.9,3.8,0.7,0.0,2.2,1.6,9.9,False
9194,29.0,7,70,9.0,10.0,0.5,1.2,0.439,0.0,0.0,0.0,0.5,1.2,0.444,0.439,0.7,1.1,0.622,0.6,1.1,1.7,0.5,0.1,0.1,0.3,1.5,1.7,False
9195,26.0,5,82,1.0,15.7,2.6,6.1,0.431,0.9,2.4,0.376,1.8,3.8,0.465,0.503,0.5,0.7,0.75,0.4,1.7,2.2,0.8,0.6,0.1,0.6,1.7,6.7,False
9196,29.0,7,74,26.0,15.8,0.7,1.5,0.469,0.0,0.0,0.0,0.7,1.5,0.473,0.469,0.5,1.0,0.459,0.9,1.5,2.4,0.3,0.3,0.3,0.6,2.6,1.9,False
9199,29.0,7,57,0.0,10.6,1.0,3.2,0.322,0.2,0.5,0.355,0.8,2.6,0.315,0.353,0.7,0.8,0.844,0.1,0.9,1.0,1.5,0.5,0.1,0.5,1.3,2.9,False
9200,26.0,5,81,7.0,18.9,3.0,6.1,0.488,0.7,1.5,0.483,2.3,4.7,0.489,0.545,0.5,0.5,0.86,0.4,1.1,1.5,0.8,0.4,0.0,0.7,1.6,7.2,False
9201,34.0,14,80,80.0,36.3,3.8,9.9,0.385,1.5,3.9,0.381,2.3,6.0,0.387,0.46,1.7,2.1,0.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,False
9204,24.0,3,82,7.0,21.6,2.9,5.4,0.538,0.0,0.0,0.0,2.9,5.4,0.539,0.538,2.1,3.3,0.633,2.2,3.1,5.3,0.6,0.3,1.1,0.9,2.2,7.9,False
9205,27.0,7,82,82.0,38.4,7.9,17.9,0.441,3.0,7.3,0.406,4.9,10.6,0.466,0.524,3.0,4.0,0.752,1.0,4.4,5.4,3.1,1.4,0.7,2.0,2.9,21.8,False
9206,21.0,1,76,1.0,14.6,1.9,4.1,0.455,0.1,0.2,0.286,1.8,3.9,0.463,0.461,0.7,1.1,0.659,1.0,2.0,3.0,0.3,0.3,0.7,0.6,1.9,4.5,False
9207,30.0,9,82,34.0,31.5,5.7,12.3,0.467,1.7,4.4,0.375,4.1,7.9,0.519,0.535,2.3,2.7,0.857,0.4,2.2,2.5,3.2,1.1,0.2,1.1,2.1,15.5,False
9208,32.0,10,67,53.0,28.1,3.1,8.2,0.384,1.4,4.1,0.353,1.7,4.1,0.415,0.472,1.0,1.2,0.863,0.2,1.8,1.9,4.6,1.2,0.1,1.4,1.4,8.8,False
9209,20.0,1,50,0.0,13.6,2.0,4.7,0.421,0.2,0.7,0.27,1.8,3.9,0.449,0.442,1.4,2.1,0.692,0.5,1.7,2.2,1.0,0.4,0.0,1.1,0.9,5.6,False
9212,31.0,9,77,52.0,24.5,2.7,4.8,0.55,0.0,0.0,0.0,2.7,4.8,0.554,0.55,1.1,1.9,0.593,3.4,5.2,8.7,1.7,0.7,0.4,0.8,2.9,6.4,False
9213,21.0,1,80,52.0,28.2,4.0,9.4,0.427,0.3,1.0,0.276,3.7,8.4,0.444,0.441,2.2,3.0,0.744,1.3,3.5,4.7,1.5,0.6,0.6,2.0,2.5,10.5,False
9214,33.0,11,54,26.0,26.1,2.0,4.6,0.434,0.1,0.4,0.158,1.9,4.3,0.457,0.44,0.4,0.6,0.767,0.3,1.5,1.8,4.1,0.4,0.1,1.4,2.2,4.5,False
9215,30.0,8,6,1.0,5.5,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,1.0,0.2,0.3,0.5,0.2,1.0,1.2,0.0,0.0,0.8,0.7,1.2,0.5,False
9216,23.0,2,27,1.0,4.9,0.6,1.6,0.364,0.3,0.7,0.368,0.3,0.9,0.36,0.443,0.1,0.1,1.0,0.0,0.3,0.3,0.1,0.1,0.0,0.2,0.5,1.5,False
9220,29.0,12,42,34.0,28.7,5.4,12.2,0.439,0.0,0.1,0.0,5.4,12.1,0.444,0.439,2.9,3.9,0.742,2.0,4.8,6.7,2.2,0.5,2.1,2.5,3.1,13.6,False
9221,23.0,1,38,2.0,8.5,1.3,3.3,0.408,0.0,0.0,,1.3,3.3,0.408,0.408,0.5,0.7,0.643,0.6,1.1,1.6,0.3,0.2,0.4,0.4,1.2,3.2,False
9222,32.0,8,2,0.0,2.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.0,False
9223,33.0,13,58,13.0,24.3,3.7,9.1,0.405,1.0,3.2,0.326,2.6,5.9,0.447,0.462,2.3,2.6,0.892,0.6,1.7,2.3,2.5,0.5,0.2,1.5,1.4,10.7,False
9224,22.0,1,74,31.0,20.7,2.4,5.0,0.482,0.0,0.0,0.0,2.4,4.9,0.484,0.482,1.8,2.6,0.691,2.4,3.3,5.6,1.1,0.9,0.9,1.2,2.3,6.6,False
9225,26.0,7,82,82.0,40.8,7.9,18.3,0.432,2.1,5.4,0.381,5.8,12.8,0.454,0.489,3.9,4.6,0.834,1.0,3.5,4.5,5.8,1.0,0.2,2.7,2.0,21.7,False
9226,32.0,13,77,36.0,22.4,4.1,8.5,0.478,0.0,0.0,0.0,4.1,8.4,0.48,0.478,2.0,2.6,0.755,2.1,3.1,5.2,0.9,0.4,0.6,0.9,2.4,10.1,False
9229,25.0,1,24,1.0,20.8,1.2,2.5,0.467,0.0,0.0,,1.2,2.5,0.467,0.467,1.2,2.0,0.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5,False
9230,28.0,8,77,67.0,23.6,1.9,3.2,0.576,0.0,0.0,0.0,1.9,3.2,0.578,0.576,1.1,1.6,0.68,2.5,5.9,8.4,0.4,0.2,1.2,1.2,3.0,4.8,False
9231,25.0,3,38,3.0,8.7,1.3,3.0,0.434,0.1,0.1,0.667,1.2,2.9,0.427,0.442,1.0,1.2,0.844,0.5,1.3,1.8,0.4,0.1,0.0,0.6,1.2,3.6,False
9232,22.0,3,72,28.0,18.2,2.6,6.1,0.419,0.0,0.0,0.0,2.6,6.1,0.42,0.419,0.9,1.2,0.736,1.4,3.8,5.1,0.4,0.5,0.6,1.0,2.4,6.0,False
9233,28.0,6,81,41.0,31.1,4.7,9.9,0.477,0.5,1.5,0.325,4.2,8.4,0.504,0.501,2.6,3.2,0.823,0.9,3.4,4.3,2.6,1.1,0.4,2.1,2.1,12.5,False
9234,21.0,2,82,0.0,20.6,3.5,7.7,0.461,1.4,3.7,0.371,2.2,4.0,0.546,0.552,0.6,1.0,0.679,0.5,1.8,2.2,2.7,0.9,0.1,1.3,1.3,9.1,False
9235,30.0,2,7,0.0,10.6,1.1,3.6,0.32,0.9,2.3,0.375,0.3,1.3,0.222,0.44,0.0,0.0,,0.3,1.9,2.1,0.4,0.4,0.0,0.1,0.3,3.1,False
9236,23.0,2,70,53.0,25.3,3.4,6.2,0.548,0.0,0.0,,3.4,6.2,0.548,0.548,1.4,3.1,0.456,2.7,4.5,7.3,0.8,0.5,0.9,1.0,2.2,8.2,False
9237,24.0,4,76,0.0,29.9,4.3,7.5,0.571,0.3,0.8,0.367,4.0,6.8,0.595,0.59,2.9,3.6,0.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7,11.8,False
9238,27.0,5,76,76.0,36.3,7.5,16.4,0.455,0.9,2.8,0.319,6.6,13.6,0.482,0.482,4.1,5.1,0.813,1.6,5.4,7.0,2.2,0.8,0.4,1.5,2.7,19.9,False
9239,20.0,1,8,0.0,3.5,0.8,1.3,0.6,0.0,0.1,0.0,0.8,1.1,0.667,0.6,0.0,0.0,,0.3,1.0,1.3,0.3,0.1,0.0,0.3,0.1,1.5,False
9240,25.0,3,64,25.0,19.2,2.3,4.9,0.46,0.0,0.0,0.0,2.3,4.9,0.465,0.46,1.0,1.4,0.724,1.8,3.4,5.2,0.7,0.2,0.4,1.0,2.0,5.5,False
9241,22.0,4,81,81.0,35.5,6.4,14.0,0.457,0.3,1.2,0.253,6.1,12.8,0.477,0.468,4.1,5.8,0.71,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3,17.2,False
9242,26.0,3,82,56.0,30.3,4.5,8.6,0.519,1.0,2.2,0.429,3.5,6.4,0.551,0.575,1.3,1.5,0.908,0.4,2.5,2.9,8.3,1.1,0.1,1.5,1.6,11.2,False
9243,27.0,1,82,30.0,25.8,3.8,9.3,0.402,1.9,5.3,0.361,1.9,4.1,0.455,0.504,1.5,1.8,0.849,0.4,2.1,2.6,2.2,0.6,0.0,1.6,1.1,10.9,False
9244,29.0,6,53,0.0,12.6,2.0,4.9,0.411,0.6,1.4,0.417,1.4,3.5,0.409,0.469,0.4,0.5,0.808,0.3,1.1,1.4,1.8,0.4,0.0,1.0,1.2,5.0,False
9247,20.0,1,57,1.0,11.2,1.6,3.0,0.533,0.2,0.4,0.417,1.4,2.5,0.552,0.562,0.6,0.9,0.635,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.8,3.9,False
9248,23.0,2,23,0.0,5.3,0.6,1.3,0.448,0.0,0.0,,0.6,1.3,0.448,0.448,0.3,1.1,0.308,0.9,1.3,2.1,0.0,0.2,0.2,0.2,0.7,1.5,False
9251,34.0,14,50,0.0,7.1,0.5,1.3,0.359,0.0,0.0,,0.5,1.3,0.359,0.359,0.2,0.3,0.786,0.4,1.2,1.6,0.3,0.1,0.0,0.3,1.2,1.1,False
9252,29.0,3,5,0.0,2.4,0.2,0.6,0.333,0.0,0.0,,0.2,0.6,0.333,0.333,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.4,False
9253,27.0,5,71,15.0,21.2,3.2,8.0,0.401,1.4,3.7,0.389,1.8,4.3,0.41,0.49,0.4,0.6,0.714,0.3,2.1,2.4,1.3,0.6,0.3,0.9,1.5,8.3,False
9254,26.0,1,11,4.0,27.6,3.2,8.6,0.368,0.7,3.0,0.242,2.5,5.6,0.435,0.411,0.5,0.8,0.667,0.7,3.3,4.0,1.6,0.8,0.2,0.5,1.6,7.6,False
9255,27.0,5,82,35.0,26.8,2.9,7.2,0.41,1.8,5.0,0.362,1.1,2.2,0.52,0.536,1.0,1.3,0.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,2.0,8.7,False
9256,24.0,1,2,0.0,5.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,False
9257,24.0,2,81,17.0,21.4,3.2,7.2,0.445,0.9,2.4,0.364,2.3,4.8,0.485,0.505,1.2,1.7,0.717,1.3,2.7,4.0,0.9,0.6,0.4,0.7,2.0,8.5,False
9258,23.0,5,78,78.0,24.5,2.7,4.5,0.615,0.0,0.0,0.0,2.7,4.4,0.617,0.615,1.5,2.3,0.623,1.9,4.2,6.1,1.1,0.4,1.5,1.6,3.1,6.9,False
9259,30.0,9,23,3.0,12.2,0.7,1.7,0.421,0.0,0.0,,0.7,1.7,0.421,0.421,0.0,0.2,0.0,0.8,1.9,2.7,0.6,0.3,0.0,0.9,1.7,1.4,False
